Date,Open,High,Low,Close,Adj Close,Volume
05-11-2004,73.333336,73.333336,58.333332,62.958332,34.687588,279042883
08-11-2004,64,65.5,62.5,62.666664,34.526894,82638332
09-11-2004,62.583332,63.416664,62.125,62.75,34.572815,44953063
10-11-2004,62.916664,63.291664,62.5,62.541664,34.458023,20896119
11-11-2004,62.791664,62.833332,61.916664,62.041664,34.182541,19153711
12-11-2004,62.5,68.666664,61.375,62.208332,34.274361,5104155
15-11-2004,62.208332,62.208332,62.208332,62.208332,34.274361,0
16-11-2004,62.25,62.333332,61,61.375,33.815235,15905272
17-11-2004,61.416664,62.666664,61.25,61.333332,33.792274,24043420
18-11-2004,62.5,66.541664,61.25,61.375,33.815235,21545230
19-11-2004,61.375,62.375,61.25,61.291664,33.769321,19074889
22-11-2004,61.333332,62.541664,60,62.041664,34.182541,33741682
23-11-2004,62.5,63.75,62.458332,63.208332,34.825317,35706926
24-11-2004,63.791664,65,63.5,64.833336,35.72065,36985500
25-11-2004,64.916664,65.833336,64,64.208336,35.376297,28246130
26-11-2004,64.208336,64.208336,64.208336,64.208336,35.376297,0
29-11-2004,64.333336,65,63.958332,64.416664,35.491085,17041910
30-11-2004,64.916664,66.416664,64.041664,65.916664,36.31752,47944693
01-12-2004,66.25,67.083336,65.833336,66.416664,36.593002,40466184
02-12-2004,67.083336,67.791664,66.625,67.041664,36.937347,21840421
03-12-2004,67.291664,67.416664,66.041664,66.333336,36.547096,15302190
06-12-2004,68,68.416664,66.375,66.583336,36.684822,13179942
07-12-2004,66.833336,68.125,66.291664,67.041664,36.937347,25779588
08-12-2004,67.25,67.666664,66.291664,66.666664,36.730743,26046708
09-12-2004,66.583336,66.958336,66.333336,66.666664,36.730743,11302275
10-12-2004,68,68,65.583336,65.833336,36.271614,11900146
13-12-2004,65.958336,66.666664,65.708336,66.333336,36.547096,8461089
14-12-2004,66.75,68.125,66.5,68,37.465343,19229175
15-12-2004,68.333336,70.416664,68.291664,70.083336,38.613186,28750713
16-12-2004,70.416664,70.833336,69.583336,69.833336,38.475456,11662995
17-12-2004,70.083336,70.166664,68.75,69.166664,38.108131,10503541
20-12-2004,69.166664,69.958336,69.166664,69.375,38.222927,7543022
21-12-2004,69.583336,70.666664,69.541664,70.416664,38.796841,12386305
22-12-2004,70.791664,70.791664,69.083336,69.291664,38.177013,10146313
23-12-2004,69.166664,70,69.166664,69.375,38.222927,6996610
24-12-2004,69.791664,70.333336,69.416664,69.708336,38.406586,6717558
27-12-2004,69.583336,71.25,69.166664,70.875,39.04937,13158428
28-12-2004,71.208336,72.625,71.083336,72.458336,39.921711,12664876
29-12-2004,72.5,74.25,72.166664,72.541664,39.96764,19708872
30-12-2004,72.625,73.166664,71.083336,71.375,39.324852,19720972
31-12-2004,71.75,73.25,71.666664,72.708336,40.059471,7890946
03-01-2005,73.333336,74,72.541664,73.75,40.633389,12163233
04-01-2005,73.875,74.708336,73.041664,74,40.771118,13687440
05-01-2005,73.708336,74.25,68.541664,70.708336,38.957554,17104466
06-01-2005,70.625,70.625,68,68.916664,37.970398,22095028
07-01-2005,69.916664,69.958336,69,69.458336,38.268833,9361992
10-01-2005,73.333336,73.333336,69.25,69.541664,38.314743,8200237
11-01-2005,69.583336,69.833336,67.958336,68.166664,37.557175,9977935
12-01-2005,67.5,68.75,65,65.875,36.294559,17880980
13-01-2005,66.916664,68.75,66.333336,68.166664,37.557175,13217640
14-01-2005,68.625,68.833336,67.166664,67.625,37.258743,12506623
17-01-2005,68.333336,68.416664,65.916664,67.708336,37.304665,11141163
18-01-2005,67.916664,68.416664,67.5,67.791664,37.350571,7756406
19-01-2005,67.5,68.375,66.25,66.5,36.638908,10792112
20-01-2005,66.666664,66.666664,64.583336,65.208336,35.92725,10544514
24-01-2005,70.583336,70.583336,64.791664,65.041664,35.835426,4581762
25-01-2005,65.416664,67.583336,64.5,67.333336,37.098057,22563696
27-01-2005,67.916664,68.166664,66.166664,66.583336,36.684822,13667186
28-01-2005,67.291664,68.791664,67.083336,68.541664,37.763786,15215167
31-01-2005,68.75,72.5,68.75,72.083336,39.715107,34446121
01-02-2005,72.5,75.5,71.083336,74.291664,40.931812,51985410
02-02-2005,74.583336,76.041664,74.125,74.791664,41.207298,34264606
03-02-2005,75.166664,77,75.166664,76.541664,42.171486,21975579
04-02-2005,77.041664,77.416664,75.208336,76.458336,42.125565,26055172
07-02-2005,77.833336,78.083336,76.583336,77.166664,42.51582,21897768
08-02-2005,77.5,77.666664,75.833336,76.125,41.941902,14936902
09-02-2005,76.583336,77.041664,76,76.625,42.217396,10829342
10-02-2005,78.166664,78.166664,76.041664,76.708336,42.263309,11229171
11-02-2005,77.041664,77.458336,76.541664,76.791664,42.309212,7557026
14-02-2005,77.25,77.5,76.458336,76.708336,42.263309,7011639
15-02-2005,76.916664,77.875,76.083336,77.208336,42.538792,19604012
16-02-2005,77.5,77.833336,76.541664,76.75,42.286251,14322358
17-02-2005,76.666664,77.375,76,77,42.424007,12975904
18-02-2005,77.25,78.583336,77.125,77.75,42.837227,16123810
21-02-2005,77.958336,78.416664,76.666664,77,42.424007,9124350
22-02-2005,77.125,77.291664,76.583336,77.208336,42.538792,7732782
23-02-2005,77.5,79.333336,76.666664,79.083336,43.571831,17505744
24-02-2005,79.583336,79.583336,77.791664,78.208336,43.089748,18325854
25-02-2005,78.291664,78.291664,76.75,77.083336,43.019985,9350716
28-02-2005,77.291664,78.166664,76.916664,77.5,43.252525,11375136
01-03-2005,77.916664,77.916664,77,77.5,43.252525,6108627
02-03-2005,77.375,78.333336,77.375,77.833336,43.438564,5037324
03-03-2005,77.875,78.458336,77.791664,78.291664,43.694344,4743553
04-03-2005,78.458336,79.041664,78.041664,78.291664,43.694344,7437644
07-03-2005,78.375,78.833336,76.583336,76.833336,42.880466,13698188
08-03-2005,77.916664,78.541664,76.5,78.25,43.671097,10172664
09-03-2005,78.541664,78.666664,76.583336,77.083336,43.019985,8272939
10-03-2005,77.25,77.666664,76.75,77.541664,43.275768,5171821
11-03-2005,77.833336,78.333336,77.5,77.916664,43.485069,6961393
14-03-2005,77.833336,78.083336,77.125,77.5,43.252525,3428025
15-03-2005,77.666664,78.166664,76.333336,76.458336,42.671173,5229544
16-03-2005,76.625,77.041664,75.916664,76.125,42.485138,2940363
17-03-2005,76.25,76.25,74.625,75.041664,41.880535,3161128
18-03-2005,75,75.333336,72.791664,74.75,41.717758,5950956
21-03-2005,74.916664,74.958336,73.333336,73.458336,40.996902,2526499
22-03-2005,73.583336,74.083336,71.083336,71.416664,39.85743,6265648
23-03-2005,79.583336,79.583336,69.375,69.958336,39.043545,7610011
24-03-2005,69.583336,70.75,69.166664,70.083336,39.113308,6350264
28-03-2005,71.166664,72.208336,70.166664,71.75,40.043461,6776629
29-03-2005,72.458336,72.458336,70.166664,70.625,39.415611,6381501
30-03-2005,71.166664,71.666664,70.291664,71.125,39.69466,4986117
31-03-2005,71.458336,72.041664,70.75,71.083336,39.671417,7579984
01-04-2005,82.5,82.5,71,73,40.741085,5282652
04-04-2005,72.958336,74.916664,71.416664,71.666664,39.996956,7192185
05-04-2005,72.333336,72.333336,69.916664,71.625,39.973701,7638286
06-04-2005,71.666664,71.666664,70.416664,70.833336,39.531876,5135911
07-04-2005,70.833336,71.541664,70.5,70.875,39.555138,3493468
08-04-2005,71.25,71.791664,70.833336,71.541664,39.9272,10626394
11-04-2005,71.666664,71.666664,70.166664,70.833336,39.531876,3743150
12-04-2005,71.041664,71.375,70.458336,71.25,39.76442,2742658
13-04-2005,71.458336,71.958336,70.833336,71.75,40.043461,9294199
15-04-2005,71.25,71.25,69.666664,70,39.066792,7040632
18-04-2005,69.166664,69.791664,66.666664,69.208336,38.624973,5813714
19-04-2005,69.541664,70.416664,69.166664,69.5,38.787743,4192336
20-04-2005,69.666664,70.791664,69.208336,70.458336,39.322598,3868274
21-04-2005,70.75,71.25,69.583336,71.041664,39.648144,2150659
22-04-2005,71.125,71.458336,70.625,70.916664,39.578392,2223810
25-04-2005,70.916664,71.666664,70.708336,71.625,39.973701,2630864
26-04-2005,71.583336,71.875,71.125,71.458336,39.880699,4058134
27-04-2005,70.833336,71.541664,70.041664,70.416664,39.299339,2715512
28-04-2005,70.416664,70.416664,67.291664,68,37.950603,15146318
29-04-2005,67.958336,69.166664,67.833336,68.458336,38.206402,6940116
02-05-2005,68.666664,68.916664,67.625,68.416664,38.183132,2775561
03-05-2005,68.708336,68.708336,68.041664,68.375,38.159893,1882176
04-05-2005,68.541664,68.833336,68.25,68.375,38.159893,2772879
05-05-2005,68.666664,69.458336,68.583336,68.833336,38.415691,2929875
06-05-2005,68.833336,69.333336,68.583336,69.166664,38.601707,2120811
09-05-2005,69.166664,70.458336,69.166664,70.25,39.206326,4601506
10-05-2005,70.75,71.291664,70.333336,70.666664,39.438866,4950649
11-05-2005,71.166664,71.666664,70,70.791664,39.508614,4892307
12-05-2005,70.833336,71.25,70.416664,70.583336,39.392349,2208519
13-05-2005,70.416664,70.791664,69.75,70.5,39.34586,2057976
16-05-2005,70.833336,71.25,70.458336,70.916664,39.578392,3278509
17-05-2005,70.5,71.25,69.583336,69.833336,38.973785,1394779
18-05-2005,69.916664,70.583336,69.375,70.291664,39.229572,2263226
19-05-2005,70.583336,70.791664,70,70,39.066792,931623
20-05-2005,70,70.208336,69.458336,69.833336,38.973785,1914892
23-05-2005,70,70.375,69.666664,70.083336,39.113308,1451638
24-05-2005,70.416664,70.416664,69.75,69.875,38.997047,1410805
25-05-2005,69.875,70.333336,67.708336,70,39.066792,1504423
26-05-2005,70.125,70.125,68.375,68.708336,38.34594,11096572
27-05-2005,69.166664,70.083336,69,69.25,38.648216,4510701
30-05-2005,69.916664,69.916664,68.708336,69,38.508698,1597528
31-05-2005,69.833336,69.833336,68.958336,69.583336,38.834259,2384834
01-06-2005,69.416664,69.916664,69.416664,69.625,38.857506,1894700
02-06-2005,69.916664,70.166664,68.5,68.625,38.299419,2128778
03-06-2005,68.625,69.458336,68.583336,69.333336,38.694729,2940793
06-06-2005,69.5,73.083336,69.25,71.375,39.834179,14845281
07-06-2005,72.583336,72.583336,71.458336,71.666664,39.996956,3672279
08-06-2005,72.083336,72.583336,71.583336,72.125,40.252754,3469869
09-06-2005,72.291664,72.5,71.458336,71.583336,39.950459,2383323
10-06-2005,72.083336,72.208336,71,71.333336,39.810928,2814424
13-06-2005,72,72,70.583336,70.833336,39.531876,2927826
14-06-2005,71.583336,71.583336,69,69.166664,38.601707,5781656
15-06-2005,69.208336,70.166664,69.208336,69.791664,38.950512,2040284
16-06-2005,69.875,70.125,69,69.083336,38.55521,1268052
17-06-2005,69.375,69.375,68.75,69.125,38.578457,2357138
20-06-2005,69.916664,69.916664,68.791664,69.125,38.578457,1709616
21-06-2005,69.166664,69.375,68.333336,69.125,38.578457,2324115
22-06-2005,69.583336,70.791664,69.166664,70.166664,39.159817,5326227
23-06-2005,70.416664,71.416664,70.083336,70.291664,39.229572,4694352
24-06-2005,70.083336,71.666664,69.583336,71.291664,39.787674,4311288
27-06-2005,69.375,72.041664,69.375,70.583336,39.392349,4361748
28-06-2005,70.708336,70.708336,68.791664,69.041664,38.531956,3276250
29-06-2005,69.25,70.125,69.041664,69.958336,39.043545,2680621
30-06-2005,70.083336,70.5,68.833336,69.166664,38.601707,6026152
01-07-2005,69.583336,71.416664,69.375,70.833336,39.531876,4060176
04-07-2005,71.5,73.25,71.041664,72.708336,40.578323,7433239
05-07-2005,73.333336,73.541664,71.291664,71.75,40.043461,6334868
06-07-2005,72.166664,74.833336,72,74.416664,41.531731,13292671
07-07-2005,74.791664,75.208336,72.083336,72.666664,40.555058,7875871
08-07-2005,73.291664,74.291664,72.833336,73.958336,41.275932,4128958
11-07-2005,74.791664,76.041664,74.333336,75,41.857269,7688170
12-07-2005,75.541664,75.583336,74.25,75.208336,41.973568,4935207
13-07-2005,75.625,75.833336,74.583336,75,41.857269,4272448
14-07-2005,75.333336,76.583336,74.166664,76.291664,42.578163,7632706
15-07-2005,75.041664,76.875,75.041664,76.625,42.764191,6760866
18-07-2005,76.875,76.958336,76.25,76.625,42.764191,3642909
19-07-2005,75.916664,77.083336,75.916664,76.666664,42.787449,3925934
20-07-2005,77.083336,77.916664,76.625,76.833336,42.880466,3236241
21-07-2005,77.291664,77.5,75.75,76.75,42.83395,7763937
22-07-2005,69.125,77.5,69.125,77.25,43.112999,2693007
25-07-2005,77.458336,81.583336,77.166664,81.041664,45.229111,17576307
26-07-2005,81.041664,81.166664,78.75,79.125,44.159428,6376786
27-07-2005,79.458336,79.583336,78.083336,78.583336,43.857128,3460971
28-07-2005,78.583336,78.583336,78.583336,78.583336,43.857128,0
29-07-2005,79.291664,79.875,76.708336,78.166664,43.624596,15467214
01-08-2005,78.583336,82.25,77.666664,82,45.763966,12007342
02-08-2005,82.5,83.541664,81.75,82.458336,46.019772,7836043
03-08-2005,83.25,83.25,80.416664,80.75,45.066341,5438194
04-08-2005,80.75,81.666664,79.833336,80.083336,44.694275,5839686
05-08-2005,80.208336,81.166664,79.666664,80.416664,44.88031,4478028
08-08-2005,80.458336,81.041664,79.375,80.625,44.996578,6134382
09-08-2005,81.041664,81.833336,80.416664,81.458336,45.461655,10624269
10-08-2005,80.833336,81.666664,79.166664,80.583336,44.973316,4850857
11-08-2005,81.583336,81.583336,80.583336,80.875,45.136108,4261576
